course_name,part_name,student_id,previous_attempts,studied_credits,final_result,gender,region,education,imd_band,age_band,disability,course_part,part_length,total_assessments,avg_submission_days,average_score,total_vle_used,average_days,total_clicks
AAA,2013J,368824,0,120,Fail,M,Wales,HE Qualification,50-60%,35-55,N,2013J,268,5.0,113.4,55.6,27.0,145.22,292.0
AAA,2013J,368963,0,180,Pass,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,2013J,268,5.0,108.8,66.4,65.0,73.5,677.0
AAA,2013J,376439,0,60,Distinction,M,North Region,HE Qualification,,0-35,N,2013J,268,5.0,117.4,87.0,60.0,112.13,2342.0
AAA,2013J,376581,0,60,Pass,F,South Region,A Level or Equivalent,80-90%,35-55,N,2013J,268,5.0,116.2,72.8,85.0,128.31,2333.0
AAA,2013J,380953,0,60,Pass,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,112.2,67.8,55.0,109.74,1062.0
AAA,2013J,383254,0,120,Pass,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,5.0,115.8,75.6,38.0,94.21,543.0
AAA,2013J,386924,0,120,Pass,M,Ireland,Lower Than A Level,,0-35,N,2013J,268,5.0,115.6,67.8,26.0,96.32,164.0
AAA,2013J,386952,0,120,Pass,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,5.0,116.0,68.0,60.0,96.24,910.0
AAA,2013J,388722,0,60,Pass,F,London Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,116.2,63.8,46.0,93.35,671.0
AAA,2013J,388885,0,60,Pass,M,South West Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,112.4,60.6,59.0,116.17,875.0
AAA,2013J,390890,0,90,Withdrawn,M,Scotland,A Level or Equivalent,0-10%,0-35,N,2013J,268,8.0,74.88,68.62,76.0,82.35,997.0
AAA,2013J,392756,0,120,Fail,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,5.0,114.2,45.0,47.0,86.07,363.0
AAA,2013J,392931,0,120,Pass,F,North Western Region,A Level or Equivalent,50-60%,35-55,N,2013J,268,5.0,118.4,68.4,81.0,147.73,3003.0
AAA,2013J,393207,0,60,Pass,M,North Western Region,A Level or Equivalent,60-70%,0-35,N,2013J,268,5.0,113.2,74.2,57.0,121.13,876.0
AAA,2013J,396872,0,180,Pass,M,Yorkshire Region,HE Qualification,50-60%,0-35,N,2013J,268,5.0,117.2,61.4,61.0,123.59,996.0
AAA,2013J,398552,0,240,Fail,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,N,2013J,268,5.0,113.6,46.4,85.0,85.51,1183.0
AAA,2013J,401869,0,60,Pass,F,South East Region,Lower Than A Level,80-90%,0-35,N,2013J,268,5.0,117.0,65.0,60.0,87.28,955.0
AAA,2013J,402470,0,60,Pass,M,South West Region,Lower Than A Level,50-60%,35-55,N,2013J,268,5.0,112.0,72.6,59.0,67.1,1445.0
AAA,2013J,404804,0,120,Pass,M,Wales,Lower Than A Level,20-30%,35-55,N,2013J,268,5.0,106.0,43.8,44.0,44.82,509.0
AAA,2013J,405088,0,120,Pass,M,North Region,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,115.4,77.2,68.0,118.96,1388.0
AAA,2013J,405961,0,240,Withdrawn,M,Scotland,A Level or Equivalent,90-100%,0-35,Y,2013J,268,,,,,,
AAA,2013J,414117,0,120,Pass,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,2013J,268,5.0,116.8,76.4,60.0,122.11,807.0
AAA,2013J,415969,0,90,Withdrawn,M,West Midlands Region,HE Qualification,0-10%,35-55,N,2013J,268,6.0,33.5,59.67,74.0,36.9,1417.0
AAA,2013J,420087,0,60,Fail,M,Scotland,A Level or Equivalent,40-50%,0-35,Y,2013J,268,3.0,66.33,76.0,48.0,70.01,342.0
AAA,2013J,429958,0,60,Pass,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,5.0,114.2,58.4,43.0,115.54,411.0
AAA,2013J,441018,0,150,Pass,F,South East Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,5.0,113.6,59.8,53.0,118.69,646.0
AAA,2013J,441888,0,120,Pass,M,London Region,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,114.0,70.6,59.0,142.55,739.0
AAA,2013J,442442,0,120,Withdrawn,M,South West Region,HE Qualification,80-90%,0-35,N,2013J,268,2.0,36.5,40.5,54.0,44.31,1009.0
AAA,2013J,444677,0,60,Distinction,M,London Region,HE Qualification,30-40%,0-35,N,2013J,268,5.0,114.2,87.6,84.0,105.44,1241.0
AAA,2013J,470588,0,60,Withdrawn,M,South East Region,HE Qualification,90-100%,35-55,N,2013J,268,3.0,24.0,79.33,64.0,56.32,842.0
AAA,2013J,489455,0,60,Pass,F,South West Region,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,110.6,70.6,76.0,132.42,2832.0
AAA,2013J,494424,0,60,Fail,F,North Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,,,,14.0,10.86,58.0
AAA,2013J,495284,0,120,Pass,M,South East Region,HE Qualification,80-90%,0-35,N,2013J,268,5.0,114.8,66.6,57.0,90.16,901.0
AAA,2013J,498857,0,60,Pass,M,North Western Region,HE Qualification,80-90%,35-55,N,2013J,268,5.0,114.2,73.0,64.0,92.75,998.0
AAA,2013J,508818,0,120,Pass,M,London Region,A Level or Equivalent,40-50%,0-35,N,2013J,268,5.0,114.2,71.8,41.0,78.31,1129.0
AAA,2013J,512460,0,120,Pass,M,South East Region,HE Qualification,90-100%,0-35,N,2013J,268,5.0,114.0,72.4,55.0,90.41,521.0
AAA,2013J,544103,0,120,Pass,M,North Western Region,HE Qualification,40-50%,0-35,N,2013J,268,5.0,113.6,81.0,85.0,105.91,2328.0
AAA,2013J,550383,0,60,Pass,M,South East Region,HE Qualification,60-70%,0-35,N,2013J,268,5.0,115.2,72.0,46.0,64.01,910.0
AAA,2013J,564450,0,120,Fail,M,West Midlands Region,HE Qualification,80-90%,0-35,N,2013J,268,5.0,113.0,59.2,26.0,145.91,224.0
AAA,2013J,568601,0,60,Withdrawn,F,Scotland,HE Qualification,30-40%,0-35,N,2013J,268,2.0,39.5,81.5,29.0,47.81,488.0
AAA,2013J,572652,0,120,Pass,M,West Midlands Region,HE Qualification,70-80%,0-35,N,2013J,268,5.0,120.0,73.2,59.0,145.15,780.0
AAA,2013J,580389,0,120,Pass,M,Ireland,HE Qualification,90-100%,0-35,N,2013J,268,5.0,115.4,71.4,62.0,98.7,1271.0
AAA,2013J,581129,0,120,Fail,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,2013J,268,2.0,85.5,40.0,25.0,108.05,194.0
AAA,2013J,588775,0,120,Pass,M,South West Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,5.0,113.0,82.8,96.0,127.15,7067.0
AAA,2013J,591774,0,60,Pass,M,South Region,Post Graduate Qualification,90-100%,35-55,N,2013J,268,5.0,114.2,76.2,80.0,80.75,605.0
AAA,2013J,603861,0,60,Withdrawn,M,North Region,HE Qualification,,55+,N,2013J,268,10.0,58.6,63.0,64.0,81.73,1105.0
AAA,2013J,606143,0,60,Fail,M,Scotland,Post Graduate Qualification,90-100%,35-55,N,2013J,268,2.0,36.5,66.0,33.0,32.14,406.0
AAA,2013J,704156,0,120,Pass,M,South Region,HE Qualification,90-100%,55+,N,2013J,268,5.0,114.4,66.0,100.0,107.97,3064.0
AAA,2013J,705379,0,120,Distinction,M,West Midlands Region,A Level or Equivalent,60-70%,55+,N,2013J,268,5.0,113.4,80.8,114.0,134.96,5680.0
AAA,2013J,721259,0,120,Withdrawn,F,South Region,Lower Than A Level,50-60%,55+,N,2013J,268,2.0,20.5,32.5,93.0,16.38,4108.0
AAA,2013J,749412,0,60,Pass,M,South Region,Lower Than A Level,70-80%,55+,N,2013J,268,5.0,108.2,72.0,91.0,104.18,4007.0
AAA,2013J,760729,0,60,Distinction,M,West Midlands Region,A Level or Equivalent,60-70%,55+,N,2013J,268,5.0,112.2,81.2,101.0,111.49,7288.0
AAA,2013J,905042,0,60,Pass,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,114.0,76.4,79.0,129.53,3004.0
AAA,2013J,949618,0,60,Pass,F,South West Region,A Level or Equivalent,50-60%,35-55,N,2013J,268,5.0,113.0,61.8,90.0,101.78,1357.0
AAA,2013J,958987,0,60,Pass,M,North Western Region,HE Qualification,40-50%,35-55,N,2013J,268,5.0,114.2,77.2,59.0,126.99,1216.0
AAA,2013J,968578,0,60,Pass,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,2013J,268,5.0,118.0,72.0,61.0,123.75,870.0
AAA,2013J,969076,0,180,Withdrawn,M,South West Region,A Level or Equivalent,80-90%,35-55,N,2013J,268,4.0,88.5,59.75,59.0,72.29,1980.0
AAA,2013J,971027,0,60,Pass,F,West Midlands Region,HE Qualification,90-100%,35-55,N,2013J,268,5.0,113.2,68.0,91.0,110.94,3098.0
AAA,2013J,978739,0,60,Pass,M,South Region,HE Qualification,90-100%,35-55,N,2013J,268,5.0,114.8,56.6,104.0,103.09,5988.0
AAA,2013J,1035023,0,60,Pass,F,London Region,Lower Than A Level,30-40%,35-55,N,2013J,268,5.0,113.8,70.0,83.0,114.25,1896.0
AAA,2013J,1105478,0,60,Pass,M,Scotland,HE Qualification,80-90%,55+,N,2013J,268,5.0,115.0,82.6,62.0,92.43,1695.0
AAA,2013J,1352868,0,60,Withdrawn,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,2013J,268,7.0,95.86,68.57,98.0,107.08,1732.0
AAA,2013J,1401935,0,60,Fail,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,2013J,268,2.0,43.5,35.0,26.0,29.6,240.0
AAA,2013J,1402638,0,60,Pass,F,East Midlands Region,HE Qualification,30-40%,35-55,N,2013J,268,5.0,119.6,75.2,67.0,97.33,910.0
AAA,2013J,1414443,0,120,Fail,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,N,2013J,268,2.0,78.0,59.0,91.0,79.52,1907.0
AAA,2013J,1456619,0,60,Withdrawn,M,South West Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,1.0,26.0,63.0,78.0,14.29,1173.0
AAA,2013J,1465690,0,120,Pass,M,West Midlands Region,HE Qualification,40-50%,35-55,N,2013J,268,5.0,113.6,81.8,112.0,117.87,3460.0
AAA,2013J,1472925,0,60,Fail,F,East Anglian Region,Lower Than A Level,40-50%,35-55,Y,2013J,268,10.0,117.8,61.9,91.0,109.45,1462.0
AAA,2013J,1488959,0,60,Pass,M,London Region,A Level or Equivalent,70-80%,35-55,N,2013J,268,5.0,115.6,61.8,76.0,112.77,3493.0
AAA,2013J,1518989,0,60,Pass,F,South East Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,115.0,73.0,77.0,111.83,4202.0
AAA,2013J,1618738,0,60,Pass,M,London Region,Lower Than A Level,90-100%,35-55,N,2013J,268,5.0,112.8,79.6,68.0,90.53,723.0
AAA,2013J,1620151,0,60,Fail,M,South Region,HE Qualification,90-100%,35-55,N,2013J,268,2.0,70.0,77.5,55.0,42.02,998.0
AAA,2013J,1626710,0,60,Distinction,M,North Western Region,A Level or Equivalent,60-70%,35-55,N,2013J,268,5.0,111.4,84.6,112.0,100.37,6025.0
AAA,2013J,1640609,0,60,Pass,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,N,2013J,268,5.0,112.4,85.0,90.0,104.76,5061.0
AAA,2013J,1686521,0,60,Withdrawn,F,North Western Region,Lower Than A Level,50-60%,35-55,N,2013J,268,1.0,17.0,68.0,35.0,8.17,643.0
AAA,2013J,1729319,0,60,Pass,F,Scotland,HE Qualification,40-50%,35-55,N,2013J,268,5.0,114.2,78.2,80.0,128.78,2756.0
AAA,2013J,1746134,0,60,Pass,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,2013J,268,5.0,109.4,83.8,99.0,105.55,1759.0
AAA,2013J,1758449,0,75,Withdrawn,M,South Region,Lower Than A Level,30-40%,35-55,N,2013J,268,2.0,36.0,61.0,67.0,39.76,2756.0
AAA,2013J,1763015,0,60,Withdrawn,F,Scotland,A Level or Equivalent,10-20,35-55,N,2013J,268,,,,17.0,-4.3,420.0
AAA,2013J,1765788,0,60,Pass,M,South East Region,HE Qualification,70-80%,55+,N,2013J,268,5.0,116.6,66.2,127.0,118.43,7057.0
AAA,2013J,1801229,0,60,Pass,M,Ireland,HE Qualification,,35-55,N,2013J,268,5.0,116.2,76.8,81.0,119.96,1443.0
AAA,2013J,1801641,0,60,Pass,M,Scotland,A Level or Equivalent,30-40%,35-55,N,2013J,268,5.0,113.2,77.4,49.0,66.81,459.0
AAA,2013J,1847830,0,60,Pass,M,South West Region,Lower Than A Level,40-50%,35-55,N,2013J,268,5.0,113.2,71.0,87.0,133.03,6518.0
AAA,2013J,1860318,0,300,Pass,M,South West Region,Lower Than A Level,40-50%,35-55,Y,2013J,268,5.0,114.2,62.6,93.0,132.28,5975.0
AAA,2013J,1889511,0,60,Pass,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,N,2013J,268,5.0,116.2,72.0,76.0,115.7,1754.0
AAA,2013J,1889577,0,60,Pass,F,South Region,A Level or Equivalent,70-80%,35-55,Y,2013J,268,5.0,115.0,73.6,67.0,108.16,931.0
AAA,2013J,1894188,0,60,Pass,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,109.6,70.4,80.0,88.93,4294.0
AAA,2013J,1938355,0,60,Pass,M,South Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,107.6,73.0,89.0,107.88,1992.0
AAA,2013J,1942396,0,120,Pass,F,East Anglian Region,Lower Than A Level,40-50%,35-55,Y,2013J,268,5.0,116.2,53.6,40.0,91.23,470.0
AAA,2013J,1970390,0,60,Withdrawn,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N,2013J,268,10.0,59.0,83.6,179.0,116.07,14759.0
AAA,2013J,1976139,0,120,Pass,M,Ireland,Lower Than A Level,50-60%,35-55,N,2013J,268,4.0,100.0,67.25,75.0,130.88,1216.0
AAA,2013J,2011876,0,60,Pass,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y,2013J,268,5.0,114.2,76.0,78.0,126.63,1401.0
AAA,2013J,2012966,0,60,Pass,M,North Western Region,Lower Than A Level,30-40%,35-55,N,2013J,268,5.0,113.4,78.4,49.0,77.22,519.0
AAA,2013J,2051699,0,60,Pass,F,South West Region,Lower Than A Level,70-80%,35-55,N,2013J,268,5.0,116.8,66.6,69.0,81.08,1734.0
AAA,2013J,2062879,0,60,Fail,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,2013J,268,5.0,113.6,61.2,85.0,108.23,2386.0
AAA,2013J,2065691,0,330,Withdrawn,M,London Region,A Level or Equivalent,30-40%,35-55,Y,2013J,268,3.0,56.33,35.67,47.0,60.02,1430.0
AAA,2013J,2073016,0,60,Withdrawn,F,London Region,Lower Than A Level,30-40%,35-55,N,2013J,268,7.0,61.14,58.86,78.0,68.44,1022.0
AAA,2013J,2080474,0,60,Pass,F,South Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,115.2,69.6,74.0,115.4,1146.0
AAA,2013J,2083877,0,120,Pass,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2013J,268,5.0,116.8,67.8,44.0,79.93,685.0
AAA,2013J,2084066,0,60,Fail,F,South West Region,Lower Than A Level,50-60%,35-55,N,2013J,268,4.0,98.5,59.75,65.0,71.79,1967.0
AAA,2013J,2104505,0,60,Pass,M,West Midlands Region,Lower Than A Level,0-10%,35-55,N,2013J,268,5.0,113.8,65.6,54.0,89.18,701.0
AAA,2013J,2122180,0,60,Distinction,F,North Western Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,118.0,82.4,105.0,112.26,4712.0
AAA,2013J,2139353,0,120,Withdrawn,M,London Region,A Level or Equivalent,50-60%,35-55,N,2013J,268,8.0,74.0,66.5,123.0,110.21,2388.0
AAA,2013J,2143752,0,60,Pass,F,South Region,Lower Than A Level,70-80%,35-55,N,2013J,268,5.0,113.0,52.6,69.0,101.34,1888.0
AAA,2013J,2146792,0,60,Pass,M,North Western Region,HE Qualification,20-30%,55+,N,2013J,268,5.0,114.2,70.0,91.0,117.75,2385.0
AAA,2013J,2149225,0,60,Withdrawn,M,Scotland,A Level or Equivalent,70-80%,35-55,Y,2013J,268,,,,41.0,-3.44,319.0
AAA,2013J,2153153,0,60,Pass,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,2013J,268,5.0,113.4,62.2,92.0,126.93,3385.0
AAA,2013J,2155014,0,60,Pass,F,West Midlands Region,Lower Than A Level,80-90%,0-35,Y,2013J,268,5.0,118.6,73.8,67.0,96.76,1454.0
AAA,2013J,2164705,0,120,Fail,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,2013J,268,1.0,18.0,70.0,27.0,18.07,231.0
AAA,2013J,2171627,0,60,Pass,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N,2013J,268,5.0,112.0,69.0,83.0,105.79,1346.0
AAA,2013J,2182846,0,60,Pass,F,London Region,A Level or Equivalent,70-80%,35-55,N,2013J,268,5.0,112.2,66.0,91.0,112.39,4214.0
AAA,2013J,2194100,0,60,Pass,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,2013J,268,5.0,113.0,67.2,50.0,109.5,1401.0
AAA,2013J,2197016,0,60,Pass,F,North Western Region,HE Qualification,30-40%,35-55,N,2013J,268,5.0,110.2,75.6,79.0,93.63,1455.0
AAA,2013J,2208424,0,60,Pass,M,Scotland,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,112.8,71.2,76.0,86.32,1080.0
AAA,2013J,2229865,0,60,Pass,F,West Midlands Region,A Level or Equivalent,10-20,35-55,N,2013J,268,5.0,113.6,76.4,116.0,121.62,3236.0
AAA,2013J,2255601,0,120,Withdrawn,F,South Region,A Level or Equivalent,80-90%,35-55,N,2013J,268,2.0,38.5,54.5,87.0,55.06,2543.0
AAA,2013J,2268379,0,60,Pass,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,116.8,83.0,79.0,111.15,1685.0
AAA,2013J,2278464,0,60,Pass,M,South Region,Lower Than A Level,30-40%,35-55,N,2013J,268,5.0,117.8,51.4,36.0,76.59,307.0
AAA,2013J,2293923,0,150,Pass,M,South Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,5.0,115.2,61.2,32.0,72.11,303.0
AAA,2013J,2312620,0,60,Withdrawn,F,East Midlands Region,HE Qualification,20-30%,35-55,N,2013J,268,3.0,66.67,32.0,81.0,77.06,1129.0
AAA,2013J,2318055,0,60,Withdrawn,M,Wales,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,119.6,75.8,64.0,118.58,1726.0
AAA,2013J,2324976,0,60,Withdrawn,F,Scotland,HE Qualification,90-100%,35-55,N,2013J,268,,,,,,
AAA,2013J,2329342,0,120,Pass,F,East Anglian Region,Lower Than A Level,40-50%,35-55,N,2013J,268,5.0,118.6,57.2,53.0,94.14,565.0
AAA,2013J,2339528,0,60,Distinction,F,London Region,Lower Than A Level,40-50%,0-35,N,2013J,268,5.0,116.4,80.0,50.0,118.23,593.0
AAA,2013J,2342426,0,60,Fail,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,N,2013J,268,5.0,116.6,73.2,78.0,107.12,1814.0
AAA,2013J,2344901,0,60,Fail,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,2013J,268,4.0,92.25,51.5,37.0,86.9,445.0
AAA,2013J,2358056,0,60,Fail,F,North Region,HE Qualification,,0-35,N,2013J,268,5.0,114.2,67.8,93.0,125.17,1588.0
AAA,2013J,2358969,0,180,Withdrawn,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,6.0,96.17,69.0,102.0,105.79,2106.0
AAA,2013J,2364471,0,60,Pass,F,Scotland,HE Qualification,90-100%,0-35,Y,2013J,268,5.0,118.4,83.4,102.0,110.63,7182.0
AAA,2013J,2365101,0,300,Withdrawn,M,South East Region,HE Qualification,20-30%,0-35,N,2013J,268,,,,,,
AAA,2013J,2367155,0,120,Pass,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,114.2,75.6,86.0,115.81,2148.0
AAA,2013J,2369266,0,60,Pass,F,London Region,Lower Than A Level,70-80%,35-55,N,2013J,268,5.0,114.8,50.6,81.0,100.41,2146.0
AAA,2013J,2376496,0,120,Pass,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,2013J,268,5.0,114.0,73.4,89.0,75.48,749.0
AAA,2013J,2391984,0,60,Withdrawn,M,South Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,4.0,90.5,73.0,45.0,82.59,818.0
AAA,2013J,2411661,0,120,Fail,F,South Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,115.2,46.8,43.0,70.73,574.0
AAA,2013J,2411778,0,120,Withdrawn,M,Scotland,HE Qualification,20-30%,0-35,N,2013J,268,2.0,33.0,80.0,41.0,28.18,1497.0
AAA,2013J,2412002,0,90,Distinction,M,South West Region,Lower Than A Level,50-60%,35-55,N,2013J,268,5.0,121.6,82.8,101.0,91.27,3344.0
AAA,2013J,2412967,0,60,Pass,F,South Region,A Level or Equivalent,80-90%,35-55,N,2013J,268,5.0,115.2,77.6,76.0,118.45,2458.0
AAA,2013J,2429854,0,120,Withdrawn,M,London Region,A Level or Equivalent,10-20,35-55,Y,2013J,268,1.0,24.0,51.0,47.0,23.3,953.0
AAA,2013J,2437837,0,60,Pass,F,North Region,A Level or Equivalent,30-40%,0-35,N,2013J,268,5.0,113.0,74.4,88.0,130.65,2684.0
AAA,2013J,2449878,0,60,Pass,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,2013J,268,5.0,119.6,60.6,87.0,119.88,622.0
AAA,2013J,2456480,0,120,Fail,M,Scotland,Lower Than A Level,80-90%,35-55,N,2013J,268,3.0,66.67,24.67,24.0,58.82,183.0
AAA,2013J,2457256,0,180,Pass,M,South Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,115.8,70.0,68.0,95.49,1611.0
AAA,2013J,2458355,0,60,Pass,M,London Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,114.2,90.6,86.0,137.34,4187.0
AAA,2013J,2460080,0,60,Pass,M,Scotland,HE Qualification,90-100%,55+,N,2013J,268,5.0,117.2,78.8,92.0,110.3,3424.0
AAA,2013J,2461190,0,60,Fail,M,South Region,HE Qualification,70-80%,55+,N,2013J,268,2.0,37.5,56.0,54.0,42.84,967.0
AAA,2013J,2469673,0,60,Fail,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,N,2013J,268,4.0,142.5,44.5,50.0,115.73,523.0
AAA,2013J,2470694,0,60,Withdrawn,F,Scotland,HE Qualification,50-60%,55+,N,2013J,268,2.0,27.0,67.0,136.0,76.78,3115.0
AAA,2013J,2479954,0,60,Pass,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,2013J,268,5.0,117.2,79.6,31.0,101.33,323.0
AAA,2013J,2481901,0,60,Pass,M,Wales,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,112.8,75.8,71.0,72.48,1949.0
AAA,2013J,2482700,0,120,Pass,M,South Region,Lower Than A Level,90-100%,0-35,N,2013J,268,5.0,114.0,55.6,72.0,88.22,1616.0
AAA,2013J,2486127,0,120,Pass,F,East Anglian Region,HE Qualification,90-100%,0-35,N,2013J,268,5.0,111.6,73.6,67.0,111.83,1690.0
AAA,2013J,2498700,0,240,Pass,F,North Western Region,Lower Than A Level,40-50%,0-35,N,2013J,268,5.0,117.0,77.2,96.0,151.87,2864.0
AAA,2013J,2516503,0,60,Pass,M,South East Region,HE Qualification,40-50%,35-55,N,2013J,268,5.0,113.8,79.4,86.0,142.04,3070.0
AAA,2013J,2518069,0,60,Pass,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,5.0,111.0,76.6,78.0,98.93,1617.0
AAA,2013J,2521459,0,60,Pass,F,London Region,Lower Than A Level,10-20,0-35,N,2013J,268,5.0,118.6,60.8,57.0,142.19,1078.0
AAA,2013J,2523736,0,120,Pass,M,North Western Region,A Level or Equivalent,20-30%,55+,N,2013J,268,4.0,98.25,61.75,43.0,80.22,470.0
AAA,2013J,2529279,0,60,Pass,F,North Western Region,HE Qualification,60-70%,35-55,N,2013J,268,5.0,112.2,78.0,67.0,83.82,1189.0
AAA,2013J,2532302,0,60,Pass,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,103.6,63.2,66.0,142.48,1216.0
AAA,2013J,2536991,0,60,Distinction,M,South Region,HE Qualification,90-100%,55+,N,2013J,268,5.0,115.6,80.8,50.0,105.94,1080.0
AAA,2013J,2542724,0,60,Withdrawn,F,West Midlands Region,Lower Than A Level,40-50%,0-35,N,2013J,268,,,,26.0,-0.33,228.0
AAA,2013J,2550279,0,60,Pass,F,North Region,HE Qualification,,35-55,N,2013J,268,5.0,117.0,62.6,95.0,106.49,2809.0
AAA,2013J,2551220,0,60,Pass,F,South Region,Lower Than A Level,90-100%,0-35,N,2013J,268,5.0,117.2,64.8,65.0,133.61,1327.0
AAA,2013J,2552472,0,120,Withdrawn,F,South Region,HE Qualification,80-90%,35-55,N,2013J,268,2.0,54.0,53.5,27.0,50.01,519.0
AAA,2013J,2555340,0,60,Pass,F,South Region,HE Qualification,90-100%,35-55,N,2013J,268,5.0,112.8,80.6,88.0,103.31,4441.0
AAA,2013J,2557283,0,60,Pass,M,Yorkshire Region,HE Qualification,80-90%,55+,N,2013J,268,5.0,113.2,81.2,103.0,116.5,7262.0
AAA,2013J,2559575,0,60,Pass,M,South West Region,Lower Than A Level,30-40%,0-35,N,2013J,268,5.0,113.2,71.2,58.0,70.8,650.0
AAA,2013J,2562034,0,60,Pass,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,5.0,117.4,65.4,21.0,127.73,248.0
AAA,2013J,2566163,0,60,Pass,F,South Region,A Level or Equivalent,80-90%,0-35,N,2013J,268,5.0,113.4,71.8,77.0,126.01,1591.0
AAA,2013J,2566592,0,60,Pass,F,South Region,A Level or Equivalent,90-100%,35-55,N,2013J,268,5.0,113.0,71.8,80.0,114.2,1359.0
AAA,2013J,2569324,0,120,Withdrawn,M,South Region,A Level or Equivalent,90-100%,0-35,N,2013J,268,5.0,119.0,71.2,42.0,125.61,493.0
AAA,2013J,2574528,0,60,Pass,M,Ireland,HE Qualification,,35-55,N,2013J,268,5.0,115.2,75.4,62.0,115.9,988.0
AAA,2013J,2574583,0,60,Pass,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,N,2013J,268,5.0,116.2,70.8,78.0,88.86,1890.0
AAA,2013J,2576122,0,60,Withdrawn,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,2013J,268,2.0,8.5,64.0,29.0,9.79,261.0
AAA,2013J,2576122,0,60,Withdrawn,M,North Western Region,A Level or Equivalent,70-80%,35-55,N,2013J,268,2.0,8.5,64.0,29.0,9.79,261.0
AAA,2013J,2578995,0,60,Pass,F,West Midlands Region,A Level or Equivalent,10-20,0-35,Y,2013J,268,5.0,114.0,79.6,71.0,98.32,1326.0
AAA,2013J,2586560,0,60,Pass,F,East Anglian Region,Lower Than A Level,80-90%,35-55,N,2013J,268,5.0,114.6,73.6,85.0,99.46,2905.0
AAA,2013J,2594139,0,60,Pass,F,South West Region,A Level or Equivalent,50-60%,0-35,N,2013J,268,5.0,124.2,76.0,62.0,77.45,1868.0
